,Host,Isolate Name,Isolation Date,State,Subtype
901,IRD:Avian,A/American black duck/New Brunswick/00502/2010,2010-08-12 00:00:00,New Brunswick,(H3)
902,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3407/2011,2011-10-15 00:00:00,Wisconsin,H4N9
903,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12326R0/2009,2009-09-02 00:00:00,Interior Alaska,H3N8
904,IRD:Avian,A/blue-winged teal/New Brunswick/00769/2010,2010-08-25 00:00:00,New Brunswick,H3N8
905,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3287/2011,2011-09-24 00:00:00,Canada,H3N8
906,IRD:Avian,A/blue-winged teal/New Brunswick/00766/2010,2010-08-25 00:00:00,New Brunswick,H3N8
907,IRD:Mallard/Avian,A/mallard/California/2547V/2011,2011-08-12 00:00:00,California,H3N8
908,IRD:Avian,A/blue-winged teal/Nova Scotia/00076/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
909,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00535/2008,2008-05-22 00:00:00,New Jersey,H10N7
910,IRD:Mallard/Avian,A/mallard/California/2525P/2011,2011-08-12 00:00:00,California,H4N6
911,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7398R0/2009,2009-08-07 00:00:00,Interior Alaska,H10N7
912,IRD:Mallard/Avian,A/mallard/California/2571P/2011,2011-08-12 00:00:00,California,H11N2
913,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09893R0/2010,2010-08-08 00:00:00,Interior Alaska,H3N6
914,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM04207R0/2010,2010-07-13 00:00:00,Interior Alaska,H3N6
915,IRD:Avian,A/blue-winged teal/Prince Edward Island/00844/2010,2010-09-03 00:00:00,Prince Edward Island,H4N9
916,IRD:Avian,A/mallard/Nova Scotia/00375/2010,2010-08-08 00:00:00,Nova Scotia,H10N7
917,IRD:Northern Shoveler/Avian,A/northern shoveler/California/9710/2008,2008-12-07 00:00:00,California,H10N7
918,IRD:Mallard/Avian,A/mallard/Interior Alaska/8BM2312/2008,2008-08-11 00:00:00,Interior Alaska,H3N8
919,IRD:American Wigeon/Avian,A/American wigeon/California/8658/2008,2008-10-29 00:00:00,California,H6N1
920,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-775/2009,2009-05-29 00:00:00,New Jersey,H1N1
921,IRD:Avian,A/mallard/New Brunswick/00329/2010,2010-08-08 00:00:00,New Brunswick,H1N1
922,IRD:Mallard/Avian,A/mallard/California/2595P/2011,2011-08-12 00:00:00,California,H12N5
923,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00476/2008,2008-05-16 00:00:00,New Jersey,H12N5
924,IRD:Avian,A/mallard/New Brunswick/03396/2009,2009-08-09 00:00:00,New Brunswick,H3N8
925,IRD:Avian,A/northern shoveler/Interior Alaska/10BM05491R0/2010,2010-07-26 00:00:00,Interior Alaska,H3N8
926,IRD:Avian,A/mallard/California/5502/2009,2009-07-23 00:00:00,California,H5N2
927,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3700/2008,2008-09-26 00:00:00,Interior Alaska,H3N8
928,IRD:Avian,A/mallard/Minnesota/Sg-00804/2008,2008-09-01 00:00:00,Minnesota,H3N8
929,IRD:Avian,A/mallard/New Brunswick/03397/2009,2009-08-09 00:00:00,New Brunswick,H3N8
930,IRD:Avian,A/american green-winged teal/Wisconsin/11OS3551/2011,2011-10-29 00:00:00,Wisconsin,H6N2
931,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/Sg-00472/2008,2008-05-21 00:00:00,Delaware,H10N7
932,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08400R0/2010,2010-08-04 00:00:00,Interior Alaska,H7N3
933,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/309/2008,2008-05-16 00:00:00,Delaware,H4N6
934,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS3301/2011,2011-10-01 00:00:00,Wisconsin,H3N2
935,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM7218R0/2009,2009-08-06 00:00:00,Interior Alaska,H10N7
936,IRD:Avian,A/American green-winged teal/Mississippi/11OS90/2011,2011-01-08 00:00:00,Mississippi,H11N9
937,IRD:Mallard/Avian,A/mallard/California/6768/2009,2009-10-25 00:00:00,California,H1N1
938,IRD:Avian,A/cinnamon teal/California/225/2011,2011-01-16 00:00:00,California,H11N9
939,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8287R0/2009,2009-08-09 00:00:00,Interior Alaska,H10N7
940,IRD:Northern Pintail/Avian,A/northern pintail/Missouri/319/2009,2009-12-06 00:00:00,Missouri,H12N5
941,IRD:Avian,A/mallard/Ohio/11OS2119/2011,2011-08-13 00:00:00,Ohio,H5N2
942,IRD:Mallard/Avian,A/mallard/Alberta/192/2010,2010-08-12 00:00:00,Alberta,H7N3
943,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS3027/2011,2011-10-02 00:00:00,Wisconsin,H4N6
944,IRD:Avian,A/mallard/California/6957/2008,2008-11-22 00:00:00,California,H10N7
945,IRD:Gull/Avian,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010,2010-09-09 00:00:00,Southeastern Alaska,H11N9
946,IRD:Laughing Gull/Avian,A/laughing gull/New Jersey/AI09-218/2009,2009-05-15 00:00:00,New Jersey,H11N1
947,IRD:Avian,A/blue-winged teal/North Dakota/Sg-00735/2008,2008-09-05 00:00:00,North Dakota,H1N1
948,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM08828R0/2010,2010-08-05 00:00:00,Interior Alaska,H4N6
949,IRD:Mallard/Avian,A/mallard/Ohio/11OS2216/2011,2011-08-19 00:00:00,Ohio,H5N1
950,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7118R1/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
951,IRD:Bufflehead/Avian,A/bufflehead/Maine/161/2011,2011-11-29 00:00:00,Maine,H1N1
952,IRD:Mallard/Avian,A/mallard/Ohio/1686/2009,2009-08-10 00:00:00,Ohio,H6N9
953,IRD:Avian,A/northern pintail/Minnesota/AI09-3254/2009,2009-09-08 00:00:00,Minnesota,H6N2
954,IRD:Avian,A/American black duck/New Brunswick/00867/2010,2010-09-13 00:00:00,New Brunswick,H5N2
955,IRD:Avian,A/blue-winged teal/Wisconsin/10OS2862/2010,2010-10-02 00:00:00,Wisconsin,H3N2
956,IRD:Avian,A/American black duck/Prince Edward Island/00672/2010,2010-08-04 00:00:00,Prince Edward Island,H3N8
957,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/00610/2010,2010-08-16 00:00:00,New Brunswick,(N8)
958,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3468/2011,2011-10-16 00:00:00,Wisconsin,H2N3
959,IRD:Avian,A/northern pintail/Interior Alaska/10BM06306R0/2010,2010-07-29 00:00:00,Interior Alaska,H7N3
960,IRD:Avian,A/northern pintail/Interior Alaska/9BM12647R0/2009,2009-09-05 00:00:00,Interior Alaska,H3N8
961,IRD:Northern Shoveler/Avian,A/northern shoveler/Wisconsin/11OS4110/2011,2011-10-16 00:00:00,Wisconsin,H4N6
962,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11065R0/2009,2009-08-18 00:00:00,Interior Alaska,H10N7
963,IRD:Mallard/Avian,A/mallard/California/2578P/2011,2011-08-12 00:00:00,California,H3N8
964,IRD:Avian,A/gadwall/Missouri/10MO095/2010,2010-11-16 00:00:00,Missouri,H6N1
965,IRD:Avian,A/blue-winged teal/Missouri/10MO0407/2010,2010-09-17 00:00:00,Missouri,H4N6
966,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10173R0/2010,2010-08-08 00:00:00,Interior Alaska,H4N6
967,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1144/2009,2009-05-30 00:00:00,New Jersey,H11N9
968,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7302R0/2009,2009-08-07 00:00:00,Interior Alaska,H4N6
969,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09164R0/2010,2010-08-06 00:00:00,Interior Alaska,H3N8
970,IRD:Mallard/Avian,A/mallard/Illinois/11OS5582/2011,2011-11-12 00:00:00,Illinois,H1N1
971,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3091/2008,2008-08-18 00:00:00,Interior Alaska,H8N4
972,IRD:Avian,A/mallard/Wisconsin/10OS3169/2010,2010-10-29 00:00:00,Wisconsin,H4N9
973,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/3061/2009,2009-10-17 00:00:00,Wisconsin,(N6)
974,IRD:Avian,A/northern pintail/Interior Alaska/9BM11911R0/2009,2009-08-19 00:00:00,Interior Alaska,H3N8
975,IRD:Avian,A/mallard/Interior Alaska/9BM2388R0/2009,2009-07-13 00:00:00,Interior Alaska,H8N4
976,IRD:Avian,A/northern pintail/Interior Alaska/9BM5554R0/2009,2009-07-31 00:00:00,Interior Alaska,H10N7
977,IRD:Red Knot/Avian,A/red knot/New Jersey/Sg-00483/2008,2008-05-20 00:00:00,New Jersey,H12N5
978,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07029R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
979,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1975/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
980,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00524/2008,2008-05-22 00:00:00,New Jersey,H4N6
981,IRD:Avian,A/mallard/Wisconsin/10OS2667/2010,2010-10-01 00:00:00,Wisconsin,H11N9
982,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/379/2008,2008-05-17 00:00:00,Delaware,H10N8
983,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-2749/2009,2009-09-04 00:00:00,Minnesota,H6N8
984,IRD:Mallard/Avian,A/mallard/Wisconsin/08OS2841/2008,2008-10-31 00:00:00,Wisconsin,H2N3
985,IRD:Mallard/Avian,A/mallard/California/2589V/2011,2011-08-12 00:00:00,California,H4N1
986,IRD:Avian,A/mallard/Interior Alaska/10BM02530R0/2010,2010-06-22 00:00:00,Interior Alaska,H4N6
987,IRD:Mallard/Avian,A/mallard/Mississippi/407/2010,2010-01-16 00:00:00,Mississippi,(H10)
988,IRD:Avian,A/mallard/Alberta/155/2009,2009-08-19 00:00:00,Alberta,H1N9
989,IRD:Avian,A/northern pintail/Interior Alaska/9BM6144R0/2009,2009-08-02 00:00:00,Interior Alaska,H3N8
990,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03509/2009,2009-09-10 00:00:00,New Brunswick,H3N8
991,IRD:Avian,A/mallard/Minnesota/Sg-01047/2008,2008-09-25 00:00:00,Minnesota,H6N1
992,IRD:Avian,A/northern shoveler/Interior Alaska/10BM05487R0/2010,2010-07-26 00:00:00,Interior Alaska,H3N8
993,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12523R0/2009,2009-09-03 00:00:00,Interior Alaska,H3N8
994,IRD:Avian,A/blue-winged teal/New Brunswick/00772/2010,2010-08-25 00:00:00,New Brunswick,H3N8
995,IRD:Northern Shoveler/Avian,A/northern shoveler/Missouri/10MO0294/2010,2010-11-16 00:00:00,Missouri,H11N9
996,IRD:Avian,A/mallard/New Jersey/AI09-6446/2009,2009-09-28 00:00:00,New Jersey,H4N1
997,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9973R0/2009,2009-08-15 00:00:00,Interior Alaska,H3N1
998,IRD:Avian,A/American black duck/Nova Scotia/03273/2009,2009-08-06 00:00:00,Nova Scotia,H3N8
999,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00542/2008,2008-06-01 00:00:00,New Jersey,H4N6
1000,IRD:Avian,A/American green-winged teal/Wisconsin/10OS2847/2010,2010-10-02 00:00:00,Wisconsin,H1N1
1001,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11015R0/2009,2009-08-17 00:00:00,Interior Alaska,H4N6
1002,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-10/2009,2009-11-11 00:00:00,Guatemala,H11N2
1003,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8459R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N1
1004,IRD:Northern Shoveler/Avian,A/northern shoveler/California/6535/2009,2009-10-24 00:00:00,California,H9N2
1005,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00482/2008,2008-05-10 00:00:00,New Jersey,H6N8
1006,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1809/2009,2009-07-02 00:00:00,Interior Alaska,H4N6
1007,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4081/2011,2011-10-15 00:00:00,Wisconsin,H3N8
1008,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM11945R0/2010,2010-08-13 00:00:00,Interior Alaska,H7N3
1009,IRD:Gadwall/Avian,A/gadwall/Illinois/10OS3342/2010,2010-10-30 00:00:00,Illinois,H6N1
1010,IRD:Mallard/Avian,A/mallard/California/1305/2010,2010-08-03 00:00:00,California,H10N7
1011,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03554/2009,2009-09-11 00:00:00,New Brunswick,H4N6
1012,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12363R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
1013,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4104/2011,2011-10-15 00:00:00,Wisconsin,H1N2
1014,IRD:Avian,A/mallard/Interior Alaska/9BM9984R0/2009,2009-08-15 00:00:00,Interior Alaska,H4N6
1015,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/Sg-00541/2008,2008-05-31 00:00:00,Delaware,H4N6
1016,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/09OS643/2009,2009-01-15 00:00:00,Mississippi,H7N7
1017,IRD:Mallard/Avian,A/mallard/California/2555P/2011,2011-08-12 00:00:00,California,H11N9
1018,IRD:Mallard/Avian,A/mallard/Wisconsin/2560/2009,2009-10-05 00:00:00,Wisconsin,H2N3
1019,IRD:Northern Shoveler/Avian,A/northern shoveler/Illinois/11OS5680/2011,2011-11-13 00:00:00,Illinois,H11N9
1020,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM11208R0/2010,2010-08-11 00:00:00,Interior Alaska,H7N3
1021,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM2974/2008,2008-08-17 00:00:00,Interior Alaska,H12N5
1022,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10471R0/2009,2009-08-16 00:00:00,Interior Alaska,H3N8
1023,IRD:Avian,A/mallard/Interior Alaska/9BM9983R0/2009,2009-08-15 00:00:00,Interior Alaska,H4N6
1024,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1965/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
1025,IRD:Northern Shoveler/Avian,A/northern shoverl/Mississippi/11OS145/2011,2011-01-08 00:00:00,Mississippi,H7N9
1026,IRD:Greater White-Fronted Goose/Avian,A/greater white-fronted goose/California/6365/2008,2008-10-29 00:00:00,California,H6N1
1027,IRD:Avian,A/northern shoveler/Interior Alaska/10BM05638R0/2010,2010-07-26 00:00:00,Interior Alaska,H3N8
1028,IRD:American Black Duck/Avian,A/American black duck/Illinois/08OS2688/2008,2008-10-26 00:00:00,Illinois,H5N2
1029,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08540R0/2010,2010-08-04 00:00:00,Interior Alaska,H4N6
1030,IRD:Mallard/Avian,A/mallard/Ohio/11OS2142/2011,2011-08-15 00:00:00,Ohio,H3N1
1031,IRD:Green-Winged Teal/Avian,A/green winged teal/California/AKS1370/2008,2008-01-27 00:00:00,California,H7N3
1032,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9989R0/2009,2009-08-15 00:00:00,Interior Alaska,H4N6
1033,IRD:Mallard/Avian,A/mallard/California/2536P/2011,2011-08-12 00:00:00,California,H5N1
1034,IRD:Mallard/Avian,A/mallard/Ohio/11OS2001/2011,2011-08-15 00:00:00,Ohio,H1N1
1035,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-907/2009,2009-05-29 00:00:00,New Jersey,H10N7
1036,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09158R0/2010,2010-08-06 00:00:00,Interior Alaska,H3N8
1037,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM04624R0/2010,2010-07-18 00:00:00,Interior Alaska,H4N6
1038,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-2571/2009,2009-09-07 00:00:00,Minnesota,H3N8
1039,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6902R0/2009,2009-08-05 00:00:00,Interior Alaska,H3N8
1040,IRD:Avian,A/mallard/New Brunswick/00349/2010,2010-08-08 00:00:00,New Brunswick,H1N1
1041,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11381R0/2009,2009-08-18 00:00:00,Interior Alaska,H3N8
1042,IRD:Avian,A/mallard/Nova Scotia/00084/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1043,IRD:Avian,A/northern shoveler/Interior Alaska/9BM4787R0/2009,2009-07-29 00:00:00,Interior Alaska,H8N4
1044,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM12153R0/2009,2009-08-20 00:00:00,Interior Alaska,H4N8
1045,IRD:Avian,A/American black duck/Nova Scotia/00099/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1046,IRD:Avian,A/mallard/Interior Alaska/10BM03979R0/2010,2010-07-12 00:00:00,Interior Alaska,H4N6
1047,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11779R0/2009,2009-08-19 00:00:00,Interior Alaska,H10N7
1048,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,2009-07-30 00:00:00,Interior Alaska,H4N6
1049,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07575R0/2010,2010-08-02 00:00:00,Interior Alaska,H7N3
1050,IRD:Avian,A/northern shoveler/Interior Alaska/9BM2943R1/2009,2009-07-16 00:00:00,Interior Alaska,H4N6
1051,IRD:Red Knot/Avian,A/red knot/New Jersey/Sg-00478/2008,2008-05-16 00:00:00,New Jersey,H12N5
1052,IRD:American Wigeon/Avian,A/American wigeon/California/8763/2008,2008-11-01 00:00:00,California,H6N1
1053,IRD:Avian,A/northern pintail/Interior Alaska/9BM12186R0/2009,2009-08-21 00:00:00,Interior Alaska,H4N6
1054,IRD:Avian,A/mallard/California/6404/2008,2008-11-01 00:00:00,California,H6N1
1055,IRD:Avian,A/northern pintail/Interior Alaska/9BM11572R0/2009,2009-08-20 00:00:00,Interior Alaska,H3N8
1056,IRD:Mallard/Avian,A/mallard/Missouri/129/2009,2009-12-07 00:00:00,Missouri,H6N2
1057,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM07917R0/2010,2010-08-03 00:00:00,Interior Alaska,H3N8
1058,IRD:Mallard/Avian,A/mallard/Ohio/2033/2009,2009-08-03 00:00:00,Ohio,H4N9
1059,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1949/2009,2009-07-04 00:00:00,Interior Alaska,H4N6
1060,IRD:Shorebird/Avian,A/shorebird/Delaware/300/2009,2009-05-20 00:00:00,Delaware,H1N1
1061,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM05249R0/2010,2010-07-23 00:00:00,Interior Alaska,H4N6
1062,IRD:Avian,A/mallard/California/3569/2010,2010-12-18 00:00:00,California,H1N3
1063,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00529/2008,2008-05-28 00:00:00,New Jersey,H3N2
1064,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM11434R0/2010,2010-08-12 00:00:00,Interior Alaska,H7N3
1065,IRD:American Wigeon/Avian,A/American wigeon/California/8529/2008,2008-10-25 00:00:00,California,H6N1
1066,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM07863R0/2010,2010-08-03 00:00:00,Interior Alaska,H4N6
1067,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03395/2009,2009-08-09 00:00:00,New Brunswick,H3N8
1068,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00558/2008,2008-06-04 00:00:00,New Jersey,H4N6
1069,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00530/2008,2008-05-22 00:00:00,New Jersey,H12N5
1070,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1299/2009,2009-05-30 00:00:00,New Jersey,H1N1
1071,IRD:Avian,A/blue-winged teal/Nova Scotia/00075/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1072,IRD:Avian,A/mallard/Missouri/10MO053/2010,2010-11-16 00:00:00,Missouri,H7N4
1073,IRD:Avian,A/American black duck/New Brunswick/00998/2010,2010-09-17 00:00:00,New Brunswick,H12N6
1074,IRD:Northern Shoveler/Avian,A/northern shoveler/Missouri/10OS4632/2010,2010-12-12 00:00:00,Missouri,H7N7
1075,IRD:Mallard/Avian,A/mallard/Mississippi/390/2010,2010-01-17 00:00:00,Mississippi,H3N8
1076,IRD:Gull/Avian,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009,2009-08-19 00:00:00,Southeastern Alaska,H13N6
1077,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS3020/2011,2011-10-02 00:00:00,Wisconsin,H1N1
1078,IRD:Mallard/Avian,A/mallard/Missouri/10MO0551/2010,2010-12-29 00:00:00,Missouri,H7N7
1079,IRD:Mallard/Avian,A/mallard/California/10064/2008,2008-12-21 00:00:00,California,H1N6
1080,IRD:Grebe/Avian,A/red-necked grebe/Minnesota/AI10-1948/2010,2010-07-07 00:00:00,Minnesota,H1N1
1081,IRD:Avian,A/blue-winged teal/Minnesota/Sg-00649/2008,2008-07-31 00:00:00,Minnesota,H3N8
1082,IRD:Mallard/Avian,A/mallard/Ohio/11OS2239/2011,2011-08-19 00:00:00,Ohio,H5N2
1083,IRD:Avian,A/mallard/Alberta/496/2008,2008-08-08 00:00:00,Alberta,H1N1
1084,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Mississippi/285/2010,2010-01-14 00:00:00,Mississippi,H3N8
1085,IRD:Mallard/Avian,A/mallard/California/11095/2008,2008-12-06 00:00:00,California,H4N6
1086,IRD:Mallard/Avian,A/mallard/Illinois/08OS2711/2008,2008-10-26 00:00:00,Illinois,H10N7
1087,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11387R0/2009,2009-08-18 00:00:00,Interior Alaska,H10N7
1088,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,2009-07-23 00:00:00,Interior Alaska,H10N7
1089,IRD:Northern Shoveler/Avian,A/northern shoveler/Interior Alaska/9BM12298R0/2009,2009-09-01 00:00:00,Interior Alaska,H3N8
1090,IRD:Mallard/Avian,A/mallard/California/1353/2010,2010-08-06 00:00:00,California,H10N7
1091,IRD:American Black Duck/Avian,A/American black duck/Wisconsin/11OS3016/2011,2011-10-02 00:00:00,Wisconsin,H1N1
1092,IRD:Avian,A/green-winged teal/New Brunswick/00335/2010,2010-08-08 00:00:00,New Brunswick,H3N8
1093,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3467/2011,2011-10-16 00:00:00,Wisconsin,(N6)
1094,IRD:Avian,A/mallard/Wisconsin/10OS3084/2010,2010-10-03 00:00:00,Wisconsin,H3N8
1095,IRD:Mallard/Avian,A/mallard/California/2531V/2011,2011-08-12 00:00:00,California,H5N1
1096,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/3060/2009,2009-10-17 00:00:00,Wisconsin,H3N2
1097,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-1833/2009,2009-07-28 00:00:00,Minnesota,H8N4
1098,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7052R0/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
1099,IRD:Avian,A/blue-winged teal/Nova Scotia/00071/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1100,IRD:Greater White-Fronted Goose/Avian,A/greater white-fronted goose/California/6548/2008,2008-11-05 00:00:00,California,H6N1
1101,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00496/2008,2008-05-10 00:00:00,New Jersey,H4N6
1102,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00515/2008,2008-05-28 00:00:00,New Jersey,(H1)
1103,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4362/2011,2011-11-05 00:00:00,Wisconsin,H11N3
1104,IRD:Avian,A/mallard/Minnesota/AI09-3821/2009,2009-09-13 00:00:00,Minnesota,H4N6
1105,IRD:Avian,A/American black duck/New Brunswick/00991/2010,2010-09-16 00:00:00,New Brunswick,H4N6
1106,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2256/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
1107,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3078R0/2009,2009-07-18 00:00:00,Interior Alaska,H10N7
1108,IRD:Avian,A/American black duck/New Brunswick/00499/2010,2010-08-12 00:00:00,New Brunswick,H4N6
1109,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00534/2008,2008-05-22 00:00:00,New Jersey,H4N6
1110,IRD:Avian,A/mallard/Minnesota/Sg-01042/2008,2008-09-14 00:00:00,Minnesota,H6N8
1111,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1957/2009,2009-07-04 00:00:00,Interior Alaska,H4N6
1112,IRD:Mallard/Avian,A/blue-winged Teal/North Dakota/AI09-4039/2009,2009-09-14 00:00:00,North Dakota,H3N6
1113,IRD:Avian,A/mallard/Mississippi/10OS4593/2010,2010-12-11 00:00:00,Mississippi,H1N2
1114,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-01/2008,2008-02-07 00:00:00,Guatemala,H7N9
1115,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,2010-08-02 00:00:00,Interior Alaska,H3N8
1116,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00543/2008,2008-06-01 00:00:00,New Jersey,H3N7
1117,IRD:Mallard/Avian,A/mallard/California/8834/2008,2008-10-19 00:00:00,California,H5N9
1118,IRD:Avian,A/northern shoveler/Interior Alaska/9BM4905R0/2009,2009-07-29 00:00:00,Interior Alaska,H4N6
1119,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1974/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
1120,IRD:Gadwall/Avian,A/gadwall duck/Minnesota/Sg-00575/2008,2008-07-31 00:00:00,Minnesota,H3N8
1121,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/10BM05376R0/2010,2010-07-25 00:00:00,Interior Alaska,H3N8
1122,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8448R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N1
1123,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM11414R0/2010,2010-08-12 00:00:00,Interior Alaska,H3N8
