Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY135648,Yes,1002,H4N6,7/18/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM04722R0/2010
1,PB2,CY135654,Yes,2316,H4N6,7/18/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM04722R0/2010
5,NP,CY135650,Yes,1540,H4N6,7/18/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM04722R0/2010
6,NA,CY135649,Yes,1438,H4N6,7/18/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM04722R0/2010
1,PB2,CY135670,Yes,2316,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
2,"PB1,PB1-F2",CY135669,Yes,2316,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
8,"NS1,NS2",CY135667,Yes,865,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
5,NP,CY135666,Yes,1540,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
4,HA,CY135663,Yes,1740,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
6,NA,CY135665,Yes,1439,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
3,"PA,PA-X protein(+61)",CY135668,Yes,2208,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
7,"M1,M2",CY135664,Yes,1002,H3N6,7/21/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05034R0/2010
2,"PB1,PB1-F2",CY135685,Yes,2309,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
4,HA,CY135679,Yes,1708,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
1,PB2,CY135686,Yes,2307,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
8,"NS1,NS2",CY135683,Yes,865,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
5,NP,CY135682,Yes,1540,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
7,"M1,M2",CY135680,Yes,991,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
3,"PA,PA-X protein(+61)",CY135684,Yes,2151,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
6,NA,CY135681,Yes,1439,H4N6,7/22/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM05171R0/2010
3,"PA,PA-X protein(+61)",CY135856,Yes,2151,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
7,"M1,M2",CY135852,Yes,1002,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
5,NP,CY135854,Yes,1540,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
1,PB2,CY135858,Yes,2307,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
2,"PB1,PB1-F2",CY135857,Yes,2304,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
8,"NS1,NS2",CY135855,Yes,865,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
4,HA,CY135851,Yes,1706,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
6,NA,CY135853,Yes,1428,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06303R0/2010
2,"PB1,PB1-F2",CY135865,Yes,2304,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
7,"M1,M2",CY135860,Yes,1002,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
3,"PA,PA-X protein(+61)",CY135864,Yes,2151,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
4,HA,CY135859,Yes,1706,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
5,NP,CY135862,Yes,1540,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
6,NA,CY135861,Yes,1428,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
8,"NS1,NS2",CY135863,Yes,865,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
1,PB2,CY135866,Yes,2307,H7N3,7/29/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06306R0/2010
5,NP,CY135942,Yes,1540,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
3,"PA,PA-X protein(+61)",CY135944,Yes,2151,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
8,"NS1,NS2",CY135943,Yes,865,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
4,HA,CY135939,Yes,1706,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
2,"PB1,PB1-F2",CY135945,Yes,2304,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
6,NA,CY135941,Yes,1428,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
1,PB2,CY135946,Yes,2307,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
7,"M1,M2",CY135940,Yes,1002,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06524R0/2010
3,"PA,PA-X protein(+61)",CY136032,Yes,2208,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
1,PB2,CY136034,Yes,2316,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
4,HA,CY136027,Yes,1740,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
6,NA,CY136029,Yes,1421,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
2,"PB1,PB1-F2",CY136033,Yes,2274,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
8,"NS1,NS2",CY136031,Yes,865,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
7,"M1,M2",CY136028,Yes,1002,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
5,NP,CY136030,Yes,1540,H3N8,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06704R0/2010
7,"M1,M2",CY136036,Yes,1002,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
5,NP,CY136038,Yes,1540,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
4,HA,CY136035,Yes,1706,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
1,PB2,CY136042,Yes,2307,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
6,NA,CY136037,Yes,1428,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
2,"PB1,PB1-F2",CY136041,Yes,2304,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
8,"NS1,NS2",CY136039,Yes,853,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
3,"PA,PA-X protein(+61)",CY136040,Yes,2202,H7N3,7/30/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06720R0/2010
7,"M1,M2",CY135972,Yes,1002,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
4,HA,CY135971,Yes,1740,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
3,"PA,PA-X protein(+61)",CY135976,Yes,2208,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
8,"NS1,NS2",CY135975,Yes,864,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
2,"PB1,PB1-F2",CY135977,Yes,2316,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
5,NP,CY135974,Yes,1540,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
6,NA,CY135973,Yes,1421,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
1,PB2,CY135978,Yes,2316,H3N8,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06872R0/2010
2,"PB1,PB1-F2",CY135985,Yes,2304,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
7,"M1,M2",CY135980,Yes,1002,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
4,HA,CY135979,Yes,1706,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
8,"NS1,NS2",CY135983,Yes,865,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
1,PB2,CY135986,Yes,2307,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
3,"PA,PA-X protein(+61)",CY135984,Yes,2202,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
6,NA,CY135981,Yes,1428,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
5,NP,CY135982,Yes,1540,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06895R0/2010
1,PB2,CY135994,Yes,2307,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
6,NA,CY135989,Yes,1428,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
8,"NS1,NS2",CY135991,Yes,865,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
2,"PB1,PB1-F2",CY135993,Yes,2304,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
3,"PA,PA-X protein(+61)",CY135992,Yes,2202,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
7,"M1,M2",CY135988,Yes,1002,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
5,NP,CY135990,Yes,1540,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
4,HA,CY135987,Yes,1706,H7N3,7/31/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM06899R0/2010
3,"PA,PA-X protein(+61)",CY141528,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
6,NA,CY141525,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
1,PB2,CY141530,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
2,"PB1,PB1-F2",CY141529,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
4,HA,CY141523,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
5,NP,CY141526,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
7,"M1,M2",CY141524,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
8,"NS1,NS2",CY141527,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07029R0/2010
2,"PB1,PB1-F2",CY143466,Yes,2309,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
5,NP,CY143463,Yes,1540,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
1,PB2,CY143467,Yes,2307,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
3,"PA,PA-X protein(+61)",CY143465,Yes,2151,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
4,HA,CY143460,Yes,1708,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
8,"NS1,NS2",CY143464,Yes,865,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
7,"M1,M2",CY143461,Yes,991,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
6,NA,CY143462,Yes,1440,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07040R0/2010
6,NA,CY141565,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141568,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
5,NP,CY141566,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
7,"M1,M2",CY141564,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
2,"PB1,PB1-F2",CY141569,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
1,PB2,CY141570,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
8,"NS1,NS2",CY141567,Yes,853,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
4,HA,CY141563,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07106R0/2010(H7N3)
5,NP,CY141574,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
7,"M1,M2",CY141572,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
2,"PB1,PB1-F2",CY141577,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
4,HA,CY141571,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
6,NA,CY141573,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141576,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
1,PB2,CY141578,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
8,"NS1,NS2",CY141575,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141584,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
7,"M1,M2",CY141580,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
2,"PB1,PB1-F2",CY141585,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
8,"NS1,NS2",CY141583,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
4,HA,CY141579,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
1,PB2,CY141586,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
5,NP,CY141582,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
6,NA,CY141581,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3)
1,PB2,CY141594,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
5,NP,CY141590,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
4,HA,CY141587,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
6,NA,CY141589,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
7,"M1,M2",CY141588,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
8,"NS1,NS2",CY141591,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
2,"PB1,PB1-F2",CY141593,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141592,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY143473,Yes,2201,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
1,PB2,CY143475,Yes,2295,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
4,HA,CY143468,Yes,1713,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
8,"NS1,NS2",CY143472,Yes,855,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
6,NA,CY143470,Yes,1440,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
2,"PB1,PB1-F2",CY143474,Yes,2309,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
5,NP,CY143471,Yes,1540,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
7,"M1,M2",CY143469,Yes,987,H4N6,8/1/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6)
8,"NS1,NS2",CY141338,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
6,NA,CY141336,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
5,NP,CY141337,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141339,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
1,PB2,CY141341,Yes,2316,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
4,HA,CY141334,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
2,"PB1,PB1-F2",CY141340,Yes,2309,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
7,"M1,M2",CY141335,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3)
1,PB2,CY141611,Yes,2301,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141609,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
8,"NS1,NS2",CY141608,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
5,NP,CY141607,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
6,NA,CY141606,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
