,Isolate2,Isolate1,PWI,Collection Date1,Host Species1,Subtype1,Country1,State/Province1,Collection Date2,Host Species2,Subtype2,Country2,State/Province2,Time Delta
741356,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8448R0/2009(H3N1),8.0,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-14 00:00:00,IRD:Mallard/Avian,H3N1,USA,Alaska,"4 days, 00:00:00"
741357,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8459R0/2009(H3N1),8.0,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-14 00:00:00,IRD:Mallard/Avian,H3N1,USA,Alaska,"4 days, 00:00:00"
741358,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8464R0/2009(H3N1),7.999136,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-14 00:00:00,IRD:Mallard/Avian,H3N1,USA,Alaska,"4 days, 00:00:00"
741360,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM8502R0/2009(H3N1),8.0,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-14 00:00:00,IRD:Mallard/Avian,H3N1,USA,Alaska,"4 days, 00:00:00"
741681,A/mallard/Interior Alaska/9BM9983R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.985580000000001,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
741687,A/mallard/Interior Alaska/9BM9983R0/2009,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,7.982819999999999,2009-08-03 00:00:00,IRD:Green-winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"12 days, 00:00:00"
742073,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM10095R0/2009(H4N6),7.981874,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
742160,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM6886R0/2009,7.984826000000001,2009-08-10 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
742171,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM8829R0/2009,7.980152,2009-08-11 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
742182,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM9984R0/2009,7.998528999999999,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
742183,A/mallard/Interior Alaska/9BM9983R0/2009,A/mallard/Interior Alaska/9BM9985R0/2009,8.0,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
742483,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,7.984106,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"19 days, 00:00:00"
742485,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM4583R0/2009,7.952197,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
742487,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM4641R0/2009,7.983239999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
742489,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,7.984108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
742499,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,7.981664,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
742500,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM6040R0/2009,7.981225,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
742501,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,7.983896,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
742502,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM6095R0/2009,7.983906,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
742524,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7232R0/2009,7.978554000000001,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
742532,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7496R0/2009,7.978572,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
742533,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,7.985652,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
742534,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7632R0/2009,7.9821240000000016,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
742545,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM7934R0/2009,7.977692999999999,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
742561,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM8803R0/2009,7.983298,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
742562,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM8815R0/2009,7.985136,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
742573,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM9663R0/2009(H4N6),7.948014,2009-08-14 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
742577,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern pintail/Interior Alaska/9BM9989R0/2009,7.995627000000001,2009-08-15 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
742616,A/mallard/Interior Alaska/9BM9983R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.981453,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
742879,A/mallard/Interior Alaska/9BM9984R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.984109000000001,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
742885,A/mallard/Interior Alaska/9BM9984R0/2009,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,7.98135,2009-08-03 00:00:00,IRD:Green-winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"12 days, 00:00:00"
743271,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM10095R0/2009(H4N6),7.980403,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
743358,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM6886R0/2009,7.9833539999999985,2009-08-10 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
743369,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM8829R0/2009,7.978682000000001,2009-08-11 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
743379,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM9983R0/2009,7.998528999999999,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
743381,A/mallard/Interior Alaska/9BM9984R0/2009,A/mallard/Interior Alaska/9BM9985R0/2009,7.998528999999999,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
743681,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,7.982636999999999,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"19 days, 00:00:00"
743683,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM4583R0/2009,7.950727,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
743685,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM4641R0/2009,7.981770999999998,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
743687,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,7.982639999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
743697,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,7.980193000000001,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
743698,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM6040R0/2009,7.979754000000002,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
743699,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,7.982427,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
743700,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM6095R0/2009,7.982436999999999,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
743722,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7232R0/2009,7.977083000000001,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
743730,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7496R0/2009,7.977100999999999,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
743731,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,7.9841809999999995,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
743732,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7632R0/2009,7.980653,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
743743,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM7934R0/2009,7.976222,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
743759,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM8803R0/2009,7.981827000000001,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
743760,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM8815R0/2009,7.983665000000001,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
743771,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM9663R0/2009(H4N6),7.946544,2009-08-14 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
743775,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern pintail/Interior Alaska/9BM9989R0/2009,7.994157,2009-08-15 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
743814,A/mallard/Interior Alaska/9BM9984R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.9799820000000015,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
744077,A/mallard/Interior Alaska/9BM9985R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.985580000000001,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
744083,A/mallard/Interior Alaska/9BM9985R0/2009,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,7.982819999999999,2009-08-03 00:00:00,IRD:Green-winged Teal/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"12 days, 00:00:00"
744469,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM10095R0/2009(H4N6),7.981874,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
744556,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM6886R0/2009,7.984826000000001,2009-08-10 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
744567,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM8829R0/2009,7.980152,2009-08-11 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
744577,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM9983R0/2009,8.0,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
744578,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM9984R0/2009,7.998528999999999,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
744879,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,7.984106,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"19 days, 00:00:00"
744881,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM4583R0/2009,7.952197,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
744883,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM4641R0/2009,7.983239999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
744885,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,7.984108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
744895,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,7.981664,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
744896,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM6040R0/2009,7.981225,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
744897,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,7.983896,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
744898,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM6095R0/2009,7.983906,2009-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
744920,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7232R0/2009,7.978554000000001,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
744928,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7496R0/2009,7.978572,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
744929,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,7.985652,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
744930,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7632R0/2009,7.9821240000000016,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
744941,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM7934R0/2009,7.977692999999999,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
744957,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM8803R0/2009,7.983298,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
744958,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM8815R0/2009,7.985136,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
744969,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM9663R0/2009(H4N6),7.948014,2009-08-14 00:00:00,IRD:Northern Pintail/Avian,,,,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
744973,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern pintail/Interior Alaska/9BM9989R0/2009,7.995627000000001,2009-08-15 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
745012,A/mallard/Interior Alaska/9BM9985R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.981453,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-08-15 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
745966,A/mallard/Iowa/10OS2420/2010,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6),7.6201,2010-08-01 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-09-18 00:00:00,IRD:Mallard/Avian,H4N6,USA,Iowa,"48 days, 00:00:00"
867030,A/mallard/Ohio/10OS1319/2010(H4N6),A/northern pintail/Interior Alaska/9BM10749R0/2009,7.682946000000001,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-02 00:00:00,IRD:Mallard/Avian,H4N6,USA,Ohio,"350 days, 00:00:00"
867121,A/mallard/Ohio/10OS1319/2010(H4N6),A/northern pintail/Interior Alaska/9BM7302R0/2009,7.680778999999999,2009-08-07 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-02 00:00:00,IRD:Mallard/Avian,H4N6,USA,Ohio,"360 days, 00:00:00"
867139,A/mallard/Ohio/10OS1319/2010(H4N6),A/northern pintail/Interior Alaska/9BM8022R0/2009,7.682775,2009-08-09 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-02 00:00:00,IRD:Mallard/Avian,H4N6,USA,Ohio,"358 days, 00:00:00"
889453,A/mallard/Wisconsin/10OS2773/2010,A/mallard/Interior Alaska/9BM12523R0/2009,7.590378,2009-09-03 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-09-26 00:00:00,IRD:Mallard/Avian,H3N8,USA,Wisconsin,"388 days, 00:00:00"
894760,A/mallard/Wisconsin/10OS2917/2010,A/northern shoveler/Interior Alaska/9BM2943R1/2009,7.725905,2009-07-16 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-10-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Wisconsin,"444 days, 00:00:00"
895958,A/mallard/Wisconsin/10OS2918/2010,A/northern shoveler/Interior Alaska/9BM2943R1/2009,7.725905,2009-07-16 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-10-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Wisconsin,"444 days, 00:00:00"
939771,A/northern pintail/Interior Alaska/10BM00303R0/2010,A/mallard/Interior Alaska/9BM12627R0/2009,7.978626999999999,2009-09-04 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2010-05-14 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"252 days, 00:00:00"
940011,A/northern pintail/Interior Alaska/10BM00303R0/2010,A/northern pintail/Alberta/8/2009,7.73849,2009-08-19 00:00:00,IRD:Northern Pintail/Avian,H3N8,Canada,Alberta,2010-05-14 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"268 days, 00:00:00"
941037,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/mallard/Interior Alaska/9BM8465R0/2009(H3N1),7.997935999999998,2009-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-05-23 00:00:00,IRD:Northern Pintail/Avian,H3N1,USA,Alaska,"286 days, 00:00:00"
941048,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/mallard/Interior Alaska/9BM9755R0/2009,7.997935999999998,2009-08-14 00:00:00,IRD:Mallard/Avian,H3N1,USA,Alaska,2010-05-23 00:00:00,IRD:Northern Pintail/Avian,H3N1,USA,Alaska,"282 days, 00:00:00"
